x1i10hfl href,x168nmei src,x193iq5w,x1lliihq,x1lliihq (2),x1lliihq (3),x193iq5w (2)
https://www.facebook.com/marketplace/item/1187857572610450/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496767880_122159454410558795_5117140899188360188_n.jpg?stp=c153.0.873.873a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=j-FFcKDlDCsQ7kNvwFHYi0G&_nc_oc=Adm-55he4MQV__ualCaa4MePZCEXQy9yh7-W_ximeFKD_kWtO6IUg1uNvfH6jcJjMgg&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfKFWCTgRr5xGK-sANKM6_0T4-fCRKc9wlh3efkOE-SlcA&oe=682C8201,"CA$6,800",1975 Plymouth valiant,"Hamilton, ON",70K km,
https://www.facebook.com/marketplace/item/540245652031693/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/485342607_676704858141976_5700515585644249509_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=4d_cB2AmGt4Q7kNvwFNDSDY&_nc_oc=AdmKw4_dqyrBiTIMxnjGlFLFwPiG-szkVD9rh7vEqB7kI1gCVyRa3wlRbA8zxcbMdNc&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfJII131VcaCDDnyoudGVs08O6URCzxjADjxZmhdIXsAeg&oe=682CA436,"CA$1,200",2005 Toyota echo,"London, ON",209K km,
https://www.facebook.com/marketplace/item/961672055890353/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/467565247_10169633710095223_8692834216347949351_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=T2K6JSQ27_MQ7kNvwEfLaPZ&_nc_oc=Adlc97ixBBVEFwO_gfESH5E9nJDRe-lkr-Zrx6Y_-ESxp6ELUonyTCGmKly-eTxfrck&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfKrsPXZ-RF4r1KZlHkOB9FrZyVJ4VelRm-eHPIYrPeCmA&oe=682CA1EA,"CA$2,800",2008 Honda civic,"Brampton, ON",317K km,
https://www.facebook.com/marketplace/item/1643978433147149/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/484524169_626914450096703_642447403671405192_n.jpg?stp=c0.296.1152.1152a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=946e27&_nc_ohc=bXH91osiC-gQ7kNvwEhTYNj&_nc_oc=AdlUAEWEW01VRD85Uyc2rGji0JMCxbwtUCR-RegpP6ciHfybkKExpe8Y9abGo4iIYis&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfKkssIty-o3iUY4phopoyUgOX-RBs87ZCG65LemB_MwqA&oe=682C7796,"CA$4,000",2008 Honda civic,"Whitby, ON",239K km,
https://www.facebook.com/marketplace/item/1374736310405945/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495618071_2465767757122309_4818091861184854101_n.jpg?stp=c0.169.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=oBOReswx2UYQ7kNvwGP0dD_&_nc_oc=AdldBYZAYBjP0LSsoPkrM6J2EEmZiC0fAsyi5jXZ0VLQkiI8j4n5Aq0CzxPLOTzXQ90&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfIKyV_EfNB7g9wtGt6ba4KRPnzoU7bpA9KT1DJlJZEKBg&oe=682C9DD6,"CA$3,300",2009 Nissan maxima,"Toronto, ON",300K km,
https://www.facebook.com/marketplace/item/370515946110798/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/480761206_552888671094681_2157307395832218693_n.jpg?stp=c0.88.1170.1170a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=feiDxEuNyaMQ7kNvwGHo-XR&_nc_oc=Adk27g3DZ6Rc-iTsrCL8tPETfcj9sGReAQrU5Yb331fR_2bAXzkiDGFWOhhYSH1qMGQ&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfIVsl2H6hFEzDEsf2W7atUdi5qpzAOX6jzMJe37P2AGEw&oe=682C8B8F,"CA$3,600",2011 Ford fusion,"Niagara Falls, ON",230K km,"CA$4,500"
https://www.facebook.com/marketplace/item/2208828809536500/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495166154_10171000511105005_5477814730411110981_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Tu127Gx7UIAQ7kNvwHCk4M4&_nc_oc=AdncUN-yttTINJVa-atkYfaTcOGVCnNY_0-PHTIQDsgOAqyEadCRWuUGbqRHZJx0JUs&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfL0MXdYKT9cVN0kDrgXEfKq1dMqdNKjxM-iJI4MFxXyPg&oe=682CA67F,"CA$1,800",2012 Chevrolet malibu,"Caledon, ON",309K km,"CA$2,500"
https://www.facebook.com/marketplace/item/1434466064652125/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/494265623_9899827680060547_7894541434770622279_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Ote-AwiTNz4Q7kNvwE71jYE&_nc_oc=AdlQ50ALNop8XgrDe72fh8A4DD0MdFUyanYeQupb-jBDtD9B5csh_0-TK3cSYHQySS4&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfKsb3R1Zfyvub5magx8jC2z4YhllVVUbUeVmDzC5PltlQ&oe=682C86B7,"CA$14,000",2016 Audi a4,"Guelph, ON",144K km,
https://www.facebook.com/marketplace/item/2098372083970898/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497511616_4201981196689607_1075407458060870091_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=FV9LK-LMh9EQ7kNvwH3K_f0&_nc_oc=AdkPBDxCD3v-zVyWM8mnuc7Lap-TyDAY20jx7RzxGci1D9v_90Xs_E3F2tDTmzLFeJ0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfIJWMRjKTcwFU6fW8ehYMjJxYJQMqY-HS6SZbFaC9gngA&oe=682C99CA,"CA$2,499",2007 Mazda mazda3,"Mississauga, ON",153K km,
https://www.facebook.com/marketplace/item/1236929664685856/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496388512_4130361253912228_1278034231082421727_n.jpg?stp=c0.169.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=UQv-Uv5ChhQQ7kNvwH4raJV&_nc_oc=AdlkeaaTgTi74IVTog75xQUWlVGB3R74Xs69lPVHAChhSjJA7jqNTugDQD-n2PjQOfk&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfKx5y-LqCYDbXwhDu0hsXhNh_lYuAUVUx8NLH0UVnTqyg&oe=682C8F10,"CA$5,400",2012 Volkswagen jetta,"Toronto, ON",192K km,
https://www.facebook.com/marketplace/item/1407776453571226/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/497648035_2078947239257065_8669146762241541210_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=eGhCeH314A4Q7kNvwFwjmY1&_nc_oc=AdlPPVj43OGLd6nv4HdDqy-hGtZ4Jh80dac3LGbmlGWF-5ZjFPMb_xdQyz5EJSSE7zE&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=j7hOIhoog_xNS4mEl0ckNA&oh=00_AfJn2sO2nE1iKIutLue71Jq_hVsfN9R7OCSnRriCMP68Lw&oe=682C7DD1,"CA$1,650",2009 Ford edge.only 237000 kms.fully equipped.all leather.awd.,"St Catharines, ON",237K km,"CA$2,275"
https://www.facebook.com/marketplace/item/235407779350125/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/480906262_652980843828653_3499967375640687820_n.jpg?stp=c0.296.1152.1152a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=YBK7KAF58cUQ7kNvwGfoGT-&_nc_oc=AdnrYMI1ICGKiEV9io3iRtABuTkG-hBxRh2vb7zHKNPQiUR3Pc1p0hDCAQL1NAI5fS0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfJ1dimZDtYPqFhA75hUPcNBgEgzKtIDS9ATxejdANvRlA&oe=682CA654,CA$13,2016 Toyota camry,"Uxbridge, ON",200K km,CA$55
https://www.facebook.com/marketplace/item/1331694041223917/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497781868_122098167620875447_7301853910565280366_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=-0Y6_zzZlDIQ7kNvwERGlmC&_nc_oc=AdlHtwWhNo2Y8Ijxsl8Sw0hYMOlOrmcfH_iqarEvZ4D4PZa65o2CwkFOK_jqIs8X1fc&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfJEKSLNoywlWxAswTnoIam6ZrbqI42afkJa0WZSxBcb1Q&oe=682C80BA,"CA$1,750",2007 Nissan altima,"Toronto, ON",300K km,
https://www.facebook.com/marketplace/item/1221805256127888/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/494634039_1236946671345421_3722289456107841191_n.jpg?stp=c256.0.1024.1024a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=0gl9qL5Pi9EQ7kNvwFKKdpa&_nc_oc=AdlV4Yzz8YFxwFBSTLjf8sbS66Kh6l9p2ZxJrEB9OEFN13lb3uvmOqvXClQxtRMTgMk&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfKHYfDaHWaaXuIWbeIVz_fmGfkTOns0MGP7bgB1d3Iy7g&oe=682CAAA1,"CA$19,990",2014 Tesla model s,"Toronto, ON",197K km,
https://www.facebook.com/marketplace/item/1056323063073769/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/498239202_4158100607755948_180109059405391278_n.jpg?stp=c0.169.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=SEYRRhRf-RYQ7kNvwF14CJo&_nc_oc=Adl1e_1skg1X_Hjtsbsk7guulci7PuXD7bdihDmblgvb_8EPqOsPmiDz5NSLgadHG4Y&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfIgp_bZs114ETPcrn5zQ5xV4zm6g-nXaQ4SM0aW07pKGw&oe=682C76B5,CA$209,2022 Honda civic,"Brampton, ON",46K km,
https://www.facebook.com/marketplace/item/1844094852826255/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495366134_1245040000294120_1976348018960079615_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=866vR6U0NUEQ7kNvwHJ2TNB&_nc_oc=Adm_G094ifaBxO5sTrBQ2lzK8X2d9xE1FQwkRn8TxfjEIgFWeMDpKrWJszvR63iDS7I&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfL0_q08dNsbJ4ZR95lBOBjJTI6B8nFaS8dxzlhGofj-0Q&oe=682CA359,"CA$1,500",2010 Subaru outback,"Toronto, ON",250K km,
https://www.facebook.com/marketplace/item/706898501809743/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496818864_1022340846747334_5444207018687739652_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=eWR5EaGG3MYQ7kNvwF0PPPZ&_nc_oc=Adn4LaikRi_Oa7jJt7APDyD1iDC2po8wX9Zoe0JJEajIPOnZAKkje4Yej7O9zFO_dT4&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfIcMYHWW8ztsEDSiWt8-FfNLGaz3rFuOlKI3pTwY9zx6A&oe=682CA88B,"CA$7,600",2012 Mazda mazda3,"Markham, ON",162K km,
https://www.facebook.com/marketplace/item/707794981721298/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497586885_1247690363637553_2175864746329358193_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=7KAGAUyj7bMQ7kNvwEEAIav&_nc_oc=Adm3l02NwOpPue0A4kIpfmZ2_NmBPps-jzHVAnZYd30mrra_YQvAwSOSVc6p7zcYaQ4&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfKsRBB_WZtylmira2WaqfrcqB2PAlzd6j2FpFKEVRJ0gA&oe=682C853D,"CA$2,000",2012 GMC terrain,"Hamilton, ON",122K km,
https://www.facebook.com/marketplace/item/998514235795870/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496920477_122168581016365364_1549283001942566520_n.jpg?stp=c0.364.945.945a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=MEJa6gBDL1cQ7kNvwHyAwZ6&_nc_oc=Adl86jnOh7vpN0nrw6gDoDRE-TTgaedmXv0hAiuc371gTpRNjrvc_C1vOMDuZgMMZ_k&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfIgShLTEVtCdLc2WMBlBWSJRP95pR2GQF76aCcCeWtLKA&oe=682C8D7D,"CA$3,000",2010 Ford f-150,"Toronto, ON",315 km,
https://www.facebook.com/marketplace/item/1672898096703503/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497895117_1230045231872093_794254789672789974_n.jpg?stp=c0.365.943.943a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_C5abWseM4cQ7kNvwFblI2g&_nc_oc=AdlDOST_2p82K5kqbn0yOLbDP05bIiigAoxw8mPuBFL9c2GOaDMUg_roU0Yx2lhen_k&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfJatHT8hcHjTQebu5NJfNM8iWc6OS2noaicDG8etYPKzw&oe=682CA4B8,"CA$7,500",2026 Volvo az driving hiring,"Mississauga, ON",,
https://www.facebook.com/marketplace/item/1093477939258910/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/494877345_10016062045081553_2634623306492602475_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=SE5GtRFdKf8Q7kNvwFXc8kM&_nc_oc=Adkdilxl27v-N3xNoSRdizunKmwgo0gqk4HqlHIvqwAlFC4cfeEWbvjm6QxmRN5DEVY&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfIXQdd-o12vZueind_vFdcQMsvieYqfSxeAiEGUlxNigA&oe=682C7F5D,"CA$12,000",2016 Kia optima,"Woodstock, ON",11K km,"CA$14,000"
https://www.facebook.com/marketplace/item/1575496546480408/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495040872_1053146070000259_1137664701396400678_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_aid=0&_nc_ohc=G8inmGZO0bQQ7kNvwG6Cpmw&_nc_oc=AdnECCUI3uLU30YDDdNjlWOd3WtxzMO2vRM2cLlJjEH5mGZ29uKGizaIn7gA-qhaj2M&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfJUm5r2KfmFoQz9809JP0aRS1BlG2Nth3SH8uUu0C45TQ&oe=682C749D,"CA$2,000",2013 Ford focus,"Hamilton, ON",238K km,
https://www.facebook.com/marketplace/item/1220166686512913/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497465757_2133807797128862_7018563790900662042_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_-fwg2xHf94Q7kNvwGIrwdc&_nc_oc=AdnRl04ApTaTvIkdCDgk1akW-bZxOIgj4Hlba3Gtlr0LXVAb0fDDGp0mtIZCh8cUGnY&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfKS3bQmtWc5cQjsIyppN_t4QJVVFeb3lRjJWYv5bNah4Q&oe=682C985F,"CA$7,500",2010 Audi a5,"Brampton, ON",189K km,
https://www.facebook.com/marketplace/item/1151203839656587/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/491394754_122226399932200951_6376225039961756739_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=KEU6TjQACdoQ7kNvwH4PGQm&_nc_oc=AdkA7sPdCznLZR6n4g4FyOV-Yt2zsajn3bT1Ju684GDNRWzBPQbMtoi0-lmcV1-v-zM&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfIzW12Y3lanGyVVvyaIMNKHJJDqlOtXTrMPX0xfCQMofQ&oe=682C8488,CA$900,2007 Honda civic,"Tillsonburg, ON",280K km,"CA$1,500"
https://www.facebook.com/marketplace/item/1624801345116049/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/470593073_1643189239931825_1891902181073692803_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=lOWZUMrxlpAQ7kNvwHITuiu&_nc_oc=Adnbx9D2oQhTiqX4jNUluMXOmf5dnMSFgdGOi5palIlGGQajmhdaqRfzEBdhO37vF50&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfKE4isTeJnHZtpOo5mp_U35Q-G-Zv0oxz4CL7X0q63FvQ&oe=682C7A4A,"CA$2,299",2006 Mitsubishi eclipse,"Hamilton, ON",178K km,"CA$2,999"
https://www.facebook.com/marketplace/item/1205939677857541/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497546780_4141065146170382_6506003595126123313_n.jpg?stp=c0.169.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=yJ1YygyDjWAQ7kNvwGEIrOA&_nc_oc=AdlOhNR7YY67eLXR7ATYapjAm6O_PMsT96GovRBuAnprVqdLSECoYWJiQoexf9Cr61s&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfLfv1Ct5PkqKQ4eYedWCT7OD7QOqMJXkMt2pMmdGEX0DQ&oe=682C8188,"CA$5,000",2013 Mazda mazda6,"Toronto, ON",235K km,
https://www.facebook.com/marketplace/item/1321293612282276/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497445551_1225027339299739_6372751724224409319_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=m-rEmrX20CUQ7kNvwFc71kQ&_nc_oc=AdmgVr3qenwoSjKgoxb9TtyNLEkYjZ2PQkwepvN5tvab4RPpxhxhaxVw97w_cwpc1bI&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfJzxfHvNCHIa_nQWLv2qnuQ0fJebJnSaRsiHkrKCoYTjg&oe=682CA18A,"CA$4,200",2013 Mazda 2013,"Brampton, ON",278K km,
https://www.facebook.com/marketplace/item/1019618120358602/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496810431_3465043396965534_7486737650201332198_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=RfxqoDaW33AQ7kNvwFRK1Qu&_nc_oc=AdmtjzfCOp0F5D1I7afLfXqqc7JKawrt4V7ZIvfDG67iJGOweEodBpj6_HAZCgw1F1w&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfIKu4Ox-2Xbd7i_awdV4XP4K8pjnTF4Qgh5fe1fa16L4Q&oe=682C78E9,CA$112,2019 Lexus nx,"Oakville, ON",57K km,
https://www.facebook.com/marketplace/item/688290050225280/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495125095_122152313714389196_5865587658067762688_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=jDYTC3fTKN8Q7kNvwH_JS3k&_nc_oc=AdnffhI7x1suZMWo1c9SBK5zv1VxJpr1zzSNbv05aqxSxmXrEXjq7wpzW5Yqn_OgC2w&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=BrO4jLH-ucYcoyd9A3nM5g&oh=00_AfJ6wZI4dAwAad9jLYYpenOs8bEp8pS4jtZ-7jmSagCpXw&oe=682C8D59,"CA$2,800",2008 Mazda mazda3,"Toronto, ON",197K km,
